Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
449,03-Jul-23,CUST449,Male,25,Electronics,4,50,200
450,18-Apr-23,CUST450,Female,59,Beauty,2,25,50
451,16-Dec-23,CUST451,Female,45,Electronics,1,30,30
452,08-May-23,CUST452,Female,48,Clothing,3,500,1500
453,08-Dec-23,CUST453,Female,26,Clothing,2,500,1000
454,22-Feb-23,CUST454,Female,46,Beauty,1,25,25
455,01-Jul-23,CUST455,Male,31,Electronics,4,25,100
456,14-Oct-23,CUST456,Male,57,Electronics,2,30,60
457,28-Jul-23,CUST457,Female,58,Beauty,3,300,900
458,14-Nov-23,CUST458,Female,39,Electronics,4,25,100
459,21-Mar-23,CUST459,Male,28,Clothing,4,300,1200
460,02-May-23,CUST460,Male,40,Beauty,1,50,50
461,25-Mar-23,CUST461,Female,18,Beauty,2,500,1000
462,01-Apr-23,CUST462,Male,63,Electronics,4,300,1200
463,31-Jul-23,CUST463,Female,54,Beauty,3,500,1500
464,13-Jan-23,CUST464,Male,38,Electronics,2,300,600
465,02-Apr-23,CUST465,Female,43,Electronics,3,50,150
466,20-Jun-23,CUST466,Male,63,Electronics,4,25,100
467,30-Jul-23,CUST467,Female,53,Electronics,3,50,150
468,09-Dec-23,CUST468,Male,40,Electronics,1,25,25
469,08-May-23,CUST469,Male,18,Beauty,3,25,75
470,17-May-23,CUST470,Female,57,Clothing,2,500,1000
471,23-Mar-23,CUST471,Male,32,Clothing,3,50,150
472,26-Dec-23,CUST472,Female,38,Beauty,3,300,900
473,25-Feb-23,CUST473,Male,64,Beauty,1,50,50
474,15-Jul-23,CUST474,Female,26,Clothing,3,500,1500
475,20-Jan-23,CUST475,Male,26,Clothing,3,25,75
476,29-Aug-23,CUST476,Female,27,Clothing,4,500,2000
477,24-Apr-23,CUST477,Male,43,Clothing,4,30,120
478,13-Apr-23,CUST478,Female,58,Clothing,2,30,60
479,24-Aug-23,CUST479,Male,52,Electronics,4,300,1200
480,29-Jun-23,CUST480,Female,42,Beauty,4,500,2000
481,06-Jun-23,CUST481,Female,43,Electronics,4,300,1200
482,27-Apr-23,CUST482,Female,28,Clothing,4,300,1200
483,25-Apr-23,CUST483,Male,55,Clothing,1,30,30
484,13-Jan-23,CUST484,Female,19,Clothing,4,300,1200
485,04-Dec-23,CUST485,Male,24,Electronics,1,30,30
486,09-Apr-23,CUST486,Female,35,Electronics,1,25,25
487,24-Jul-23,CUST487,Male,44,Clothing,4,500,2000
488,18-Jun-23,CUST488,Female,51,Electronics,3,300,900
489,23-May-23,CUST489,Male,44,Electronics,1,30,30
490,05-Feb-23,CUST490,Male,34,Clothing,3,50,150
491,23-May-23,CUST491,Female,60,Electronics,3,300,900
492,29-Jun-23,CUST492,Male,61,Beauty,4,25,100
493,25-Nov-23,CUST493,Male,41,Beauty,2,25,50
494,18-Sep-23,CUST494,Female,42,Beauty,4,50,200
495,24-Jul-23,CUST495,Male,24,Beauty,2,30,60
496,14-Dec-23,CUST496,Male,23,Clothing,2,300,600
497,02-Oct-23,CUST497,Male,41,Clothing,4,30,120
498,19-Jun-23,CUST498,Female,50,Clothing,4,25,100
499,15-Jan-23,CUST499,Male,46,Beauty,2,30,60
500,01-Mar-23,CUST500,Female,60,Beauty,4,25,100
501,14-May-23,CUST501,Male,39,Electronics,2,30,60
502,02-Apr-23,CUST502,Male,43,Electronics,3,50,150
503,25-Oct-23,CUST503,Male,45,Beauty,4,500,2000
504,16-May-23,CUST504,Female,38,Beauty,3,50,150
505,20-Jan-23,CUST505,Male,24,Beauty,1,50,50
506,25-Feb-23,CUST506,Male,34,Beauty,3,500,1500
507,02-Nov-23,CUST507,Female,37,Electronics,3,500,1500
508,11-Aug-23,CUST508,Male,58,Beauty,2,300,600
509,26-Jun-23,CUST509,Female,37,Electronics,3,300,900
510,10-Jun-23,CUST510,Female,39,Beauty,4,50,200
511,12-Aug-23,CUST511,Male,45,Beauty,2,50,100
512,07-Nov-23,CUST512,Female,57,Beauty,1,25,25
513,19-Sep-23,CUST513,Male,24,Electronics,4,25,100
514,01-Mar-23,CUST514,Female,18,Electronics,1,300,300
515,17-Jul-23,CUST515,Female,49,Clothing,3,300,900
516,23-Oct-23,CUST516,Male,30,Beauty,4,25,100
517,08-Apr-23,CUST517,Female,47,Clothing,4,25,100
518,11-May-23,CUST518,Female,40,Clothing,1,30,30
519,23-Jan-23,CUST519,Female,36,Electronics,4,30,120
520,29-Dec-23,CUST520,Female,49,Electronics,4,25,100
521,12-Aug-23,CUST521,Female,47,Clothing,4,30,120
522,01-Jan-23,CUST522,Male,46,Beauty,3,500,1500
523,24-Sep-23,CUST523,Female,62,Electronics,1,300,300
524,03-Oct-23,CUST524,Male,46,Beauty,4,300,1200
525,18-Dec-23,CUST525,Female,47,Beauty,2,25,50
526,10-Dec-23,CUST526,Male,33,Clothing,2,50,100
527,11-Apr-23,CUST527,Male,57,Clothing,2,25,50
528,06-Jul-23,CUST528,Female,36,Clothing,2,30,60
529,09-Aug-23,CUST529,Female,35,Clothing,3,50,150
530,05-Feb-23,CUST530,Female,18,Electronics,4,30,120
531,07-Dec-23,CUST531,Male,31,Electronics,1,500,500
532,19-Jun-23,CUST532,Female,64,Clothing,4,30,120
533,16-Nov-23,CUST533,Male,19,Electronics,3,500,1500
534,10-Jun-23,CUST534,Male,45,Clothing,2,500,1000
535,06-Dec-23,CUST535,Male,47,Beauty,3,30,90
536,05-Mar-23,CUST536,Female,55,Beauty,4,30,120
537,03-Jun-23,CUST537,Female,21,Beauty,1,500,500
538,17-Sep-23,CUST538,Male,18,Clothing,3,50,150
539,08-Jun-23,CUST539,Male,25,Beauty,1,500,500
540,08-Dec-23,CUST540,Female,46,Electronics,3,300,900
541,29-Jul-23,CUST541,Male,56,Beauty,1,500,500
542,17-Jun-23,CUST542,Female,20,Beauty,1,50,50
543,26-Jul-23,CUST543,Male,49,Beauty,2,300,600
544,23-Dec-23,CUST544,Female,27,Electronics,1,25,25
545,01-Jun-23,CUST545,Male,27,Clothing,2,25,50
546,11-Oct-23,CUST546,Female,36,Electronics,4,50,200
547,07-Mar-23,CUST547,Male,63,Clothing,4,500,2000
548,09-Apr-23,CUST548,Female,51,Clothing,2,30,60
549,04-Aug-23,CUST549,Female,50,Beauty,2,50,100
550,07-Dec-23,CUST550,Male,40,Clothing,3,300,900
551,14-Jul-23,CUST551,Male,45,Electronics,3,300,900
552,13-Dec-23,CUST552,Female,49,Electronics,3,25,75
553,31-Mar-23,CUST553,Male,24,Clothing,4,300,1200
554,12-Nov-23,CUST554,Female,46,Beauty,3,50,150
555,19-Oct-23,CUST555,Male,25,Beauty,1,300,300
556,04-Jun-23,CUST556,Female,18,Electronics,1,50,50
557,27-Jul-23,CUST557,Female,20,Beauty,3,30,90
558,08-Oct-23,CUST558,Female,41,Clothing,1,25,25
559,01-Jan-23,CUST559,Female,40,Clothing,4,300,1200
560,05-Jun-23,CUST560,Female,25,Electronics,1,50,50
561,27-May-23,CUST561,Female,64,Clothing,4,500,2000
562,18-Apr-23,CUST562,Male,54,Electronics,2,25,50
563,09-Aug-23,CUST563,Male,20,Clothing,2,30,60
564,24-Oct-23,CUST564,Male,50,Electronics,2,50,100
565,07-Nov-23,CUST565,Female,45,Beauty,2,30,60
566,02-Dec-23,CUST566,Female,64,Clothing,1,30,30
567,14-Jun-23,CUST567,Female,25,Clothing,3,300,900
568,27-Aug-23,CUST568,Female,51,Electronics,1,300,300
569,15-Aug-23,CUST569,Male,52,Electronics,4,50,200
570,15-Aug-23,CUST570,Male,49,Clothing,1,500,500
571,12-Dec-23,CUST571,Female,41,Electronics,1,50,50
572,20-Apr-23,CUST572,Male,31,Clothing,4,500,2000
573,19-Sep-23,CUST573,Male,49,Beauty,2,30,60
574,31-Aug-23,CUST574,Female,63,Electronics,2,25,50
575,28-Mar-23,CUST575,Male,60,Clothing,2,50,100
576,04-Dec-23,CUST576,Female,33,Beauty,3,50,150
577,13-Feb-23,CUST577,Male,21,Beauty,4,500,2000
578,26-May-23,CUST578,Female,54,Clothing,4,30,120
579,21-Sep-23,CUST579,Female,38,Electronics,1,30,30
580,06-Dec-23,CUST580,Female,31,Clothing,3,500,1500
581,21-Nov-23,CUST581,Female,48,Beauty,2,30,60
582,14-Nov-23,CUST582,Male,35,Clothing,3,300,900
583,21-Jun-23,CUST583,Female,24,Electronics,4,25,100
584,17-Feb-23,CUST584,Female,27,Beauty,4,50,200
585,01-May-23,CUST585,Female,24,Clothing,1,25,25
586,11-Dec-23,CUST586,Male,50,Electronics,1,50,50
587,08-Jun-23,CUST587,Female,40,Beauty,4,300,1200
588,26-Apr-23,CUST588,Male,38,Electronics,2,30,60
589,12-Apr-23,CUST589,Female,36,Beauty,2,500,1000
590,17-Mar-23,CUST590,Male,36,Clothing,3,300,900
591,13-Jan-23,CUST591,Male,53,Electronics,4,25,100
592,24-Jan-23,CUST592,Female,46,Beauty,4,500,2000
593,06-May-23,CUST593,Male,35,Electronics,2,30,60
594,01-Sep-23,CUST594,Female,19,Electronics,2,300,600
595,09-Nov-23,CUST595,Female,18,Clothing,4,500,2000
596,07-Feb-23,CUST596,Female,64,Electronics,1,300,300
597,22-Aug-23,CUST597,Male,22,Beauty,4,300,1200
598,01-Aug-23,CUST598,Male,37,Beauty,4,30,120
599,19-Nov-23,CUST599,Female,28,Beauty,2,50,100
600,22-Oct-23,CUST600,Female,59,Beauty,2,500,1000
601,10-Apr-23,CUST601,Male,19,Clothing,1,30,30
602,23-Dec-23,CUST602,Female,20,Electronics,1,300,300
603,16-Jul-23,CUST603,Female,40,Clothing,3,30,90
604,11-Sep-23,CUST604,Female,29,Electronics,4,50,200
605,24-Jul-23,CUST605,Male,37,Electronics,2,500,1000
606,05-May-23,CUST606,Male,22,Electronics,1,50,50
607,17-Mar-23,CUST607,Male,54,Clothing,3,25,75
608,02-Dec-23,CUST608,Female,55,Electronics,3,500,1500
609,19-Dec-23,CUST609,Female,47,Clothing,2,50,100
610,03-Jan-23,CUST610,Female,26,Beauty,2,300,600
611,24-Feb-23,CUST611,Male,51,Beauty,3,500,1500
612,06-Aug-23,CUST612,Female,61,Electronics,1,500,500
613,23-Apr-23,CUST613,Female,52,Clothing,3,30,90
614,01-Apr-23,CUST614,Female,39,Beauty,4,300,1200
615,23-Dec-23,CUST615,Female,61,Clothing,4,25,100
616,23-Sep-23,CUST616,Male,41,Clothing,2,50,100
617,26-Aug-23,CUST617,Male,34,Electronics,1,30,30
618,26-Jan-23,CUST618,Female,27,Beauty,1,50,50
619,13-Oct-23,CUST619,Male,47,Electronics,4,25,100
620,08-May-23,CUST620,Male,63,Electronics,3,25,75
621,04-Mar-23,CUST621,Female,40,Beauty,2,500,1000
622,22-Aug-23,CUST622,Female,49,Beauty,3,25,75
623,10-Mar-23,CUST623,Male,34,Clothing,3,50,150
624,26-Aug-23,CUST624,Female,34,Beauty,3,300,900
625,08-Dec-23,CUST625,Male,31,Clothing,1,300,300
626,29-Sep-23,CUST626,Female,26,Clothing,4,500,2000
627,14-Oct-23,CUST627,Male,57,Clothing,1,50,50
628,01-Nov-23,CUST628,Female,19,Beauty,4,50,200
629,12-Jun-23,CUST629,Male,62,Electronics,2,25,50
630,15-Aug-23,CUST630,Male,42,Clothing,2,50,100
631,10-Nov-23,CUST631,Male,56,Electronics,3,30,90
632,16-Sep-23,CUST632,Female,26,Electronics,4,25,100
633,07-Aug-23,CUST633,Male,39,Beauty,4,30,120
634,08-Oct-23,CUST634,Male,60,Electronics,4,500,2000
635,17-Aug-23,CUST635,Female,63,Electronics,3,300,900
636,23-Mar-23,CUST636,Female,21,Beauty,3,500,1500
637,01-Sep-23,CUST637,Male,43,Clothing,2,300,600
638,19-Aug-23,CUST638,Male,46,Electronics,1,500,500
639,13-May-23,CUST639,Female,62,Beauty,4,50,200
640,07-May-23,CUST640,Female,51,Electronics,4,30,120
641,23-Nov-23,CUST641,Female,40,Electronics,1,300,300
642,22-May-23,CUST642,Female,54,Clothing,4,25,100
643,24-Sep-23,CUST643,Female,28,Electronics,3,30,90
644,06-Sep-23,CUST644,Male,23,Beauty,3,25,75
645,17-Nov-23,CUST645,Female,35,Electronics,4,30,120
646,03-May-23,CUST646,Male,38,Clothing,3,30,90
647,21-May-23,CUST647,Male,59,Clothing,3,500,1500
648,14-Aug-23,CUST648,Male,53,Beauty,4,300,1200
649,09-Feb-23,CUST649,Female,58,Clothing,2,300,600
650,01-Jan-24,CUST650,Male,55,Electronics,1,30,30
651,27-May-23,CUST651,Male,51,Clothing,3,50,150
652,01-May-23,CUST652,Female,34,Beauty,2,50,100
653,20-May-23,CUST653,Male,54,Clothing,3,25,75
654,21-Jun-23,CUST654,Male,42,Clothing,3,25,75
655,13-Jun-23,CUST655,Female,55,Clothing,1,500,500
656,04-Oct-23,CUST656,Male,29,Beauty,3,30,90
657,11-Feb-23,CUST657,Male,40,Clothing,1,25,25
658,12-Mar-23,CUST658,Male,59,Clothing,1,25,25
659,19-Mar-23,CUST659,Female,39,Electronics,1,30,30
660,29-Apr-23,CUST660,Female,38,Beauty,2,500,1000
661,16-Jul-23,CUST661,Female,44,Clothing,4,25,100
662,22-Dec-23,CUST662,Male,48,Beauty,2,500,1000
663,20-Mar-23,CUST663,Male,23,Clothing,4,300,1200
664,28-Dec-23,CUST664,Female,44,Clothing,4,500,2000
665,20-Apr-23,CUST665,Male,57,Clothing,1,50,50
666,02-Feb-23,CUST666,Male,51,Electronics,3,50,150
667,01-Aug-23,CUST667,Female,29,Electronics,1,500,500
668,28-Jul-23,CUST668,Female,62,Electronics,3,50,150
669,19-Jun-23,CUST669,Male,24,Beauty,4,300,1200
670,05-Oct-23,CUST670,Male,27,Beauty,1,30,30
671,27-Aug-23,CUST671,Male,62,Electronics,3,50,150
672,01-Aug-23,CUST672,Female,34,Beauty,2,50,100
673,01-Feb-23,CUST673,Female,43,Clothing,3,500,1500
674,16-Apr-23,CUST674,Female,38,Clothing,1,300,300
675,04-Aug-23,CUST675,Female,45,Clothing,2,30,60
676,19-Jul-23,CUST676,Male,63,Electronics,3,500,1500
677,27-Oct-23,CUST677,Female,19,Beauty,3,500,1500
678,23-Dec-23,CUST678,Female,60,Electronics,3,300,900
679,11-Jan-23,CUST679,Female,18,Beauty,3,30,90
680,22-Oct-23,CUST680,Female,53,Clothing,3,300,900
681,14-Jul-23,CUST681,Female,43,Electronics,2,30,60
682,02-Sep-23,CUST682,Male,46,Beauty,4,300,1200
683,04-Jan-23,CUST683,Male,38,Beauty,2,500,1000
684,30-Jun-23,CUST684,Female,28,Clothing,2,500,1000
685,02-Jun-23,CUST685,Male,57,Electronics,2,25,50
686,19-Jul-23,CUST686,Female,28,Electronics,4,50,200
687,03-Aug-23,CUST687,Female,53,Electronics,1,300,300
688,03-Oct-23,CUST688,Male,56,Clothing,4,25,100
689,07-Oct-23,CUST689,Male,57,Electronics,2,50,100
690,05-Nov-23,CUST690,Female,52,Clothing,3,300,900
691,23-Apr-23,CUST691,Female,51,Clothing,3,30,90
692,07-Sep-23,CUST692,Female,64,Clothing,2,50,100
693,23-Apr-23,CUST693,Male,41,Beauty,3,500,1500
694,20-May-23,CUST694,Female,39,Electronics,2,25,50
695,12-Aug-23,CUST695,Female,22,Electronics,3,50,150
696,06-Sep-23,CUST696,Female,50,Clothing,4,50,200
697,15-Jan-23,CUST697,Male,53,Clothing,1,500,500
698,19-Jul-23,CUST698,Female,64,Electronics,1,300,300
699,22-Jun-23,CUST699,Female,37,Clothing,4,30,120
700,09-Dec-23,CUST700,Male,36,Electronics,4,500,2000
701,14-Dec-23,CUST701,Female,52,Beauty,2,30,60
702,27-Jul-23,CUST702,Female,60,Clothing,2,300,600
703,26-Mar-23,CUST703,Male,34,Electronics,2,50,100
704,28-Aug-23,CUST704,Female,62,Clothing,3,30,90
705,07-Mar-23,CUST705,Male,60,Electronics,2,25,50
706,15-Nov-23,CUST706,Male,51,Electronics,4,25,100
707,01-Oct-23,CUST707,Female,26,Clothing,1,500,500
708,14-Jan-23,CUST708,Female,43,Beauty,3,300,900
709,21-Jul-23,CUST709,Female,19,Electronics,2,500,1000
710,31-Oct-23,CUST710,Female,26,Electronics,3,500,1500
711,16-Oct-23,CUST711,Male,26,Electronics,3,500,1500
712,06-Dec-23,CUST712,Female,57,Beauty,2,25,50
713,14-Jan-23,CUST713,Male,34,Beauty,3,25,75
714,12-Feb-23,CUST714,Female,18,Clothing,1,500,500
715,26-Nov-23,CUST715,Female,42,Beauty,4,25,100
716,08-Aug-23,CUST716,Female,60,Clothing,4,300,1200
717,11-Mar-23,CUST717,Male,57,Clothing,1,500,500
718,25-Aug-23,CUST718,Female,59,Beauty,3,25,75
719,04-Apr-23,CUST719,Female,42,Clothing,2,30,60
720,26-Jan-23,CUST720,Female,56,Beauty,3,500,1500
721,14-May-23,CUST721,Female,52,Clothing,1,500,500
722,14-Jul-23,CUST722,Male,20,Beauty,3,300,900
723,17-Jun-23,CUST723,Female,54,Beauty,4,50,200
724,19-Apr-23,CUST724,Male,61,Clothing,3,50,150
725,21-Aug-23,CUST725,Male,61,Electronics,1,300,300
726,17-Jun-23,CUST726,Male,47,Clothing,4,300,1200
727,22-Jun-23,CUST727,Male,55,Beauty,3,300,900
728,14-Jul-23,CUST728,Male,51,Electronics,3,50,150
729,23-May-23,CUST729,Male,29,Clothing,4,300,1200
730,04-Aug-23,CUST730,Female,36,Clothing,2,25,50
731,10-May-23,CUST731,Male,54,Clothing,4,500,2000
732,11-Feb-23,CUST732,Male,61,Electronics,2,500,1000
733,29-Aug-23,CUST733,Male,34,Beauty,1,30,30
734,10-Jan-23,CUST734,Female,27,Clothing,1,30,30
735,04-Oct-23,CUST735,Female,64,Clothing,4,500,2000
736,27-Jan-23,CUST736,Male,29,Clothing,4,25,100
737,29-Jun-23,CUST737,Female,33,Clothing,1,50,50
738,25-Apr-23,CUST738,Male,41,Clothing,2,50,100
739,29-Nov-23,CUST739,Male,36,Beauty,1,25,25
740,05-Feb-23,CUST740,Female,25,Beauty,4,50,200
741,30-Nov-23,CUST741,Male,48,Clothing,1,300,300
742,21-Jan-23,CUST742,Female,38,Electronics,4,500,2000
743,16-Jan-23,CUST743,Female,34,Beauty,4,500,2000
744,07-May-23,CUST744,Male,40,Electronics,1,25,25
745,13-Apr-23,CUST745,Male,54,Beauty,2,50,100
746,11-Jan-23,CUST746,Female,33,Clothing,3,30,90
747,15-Nov-23,CUST747,Male,23,Beauty,1,30,30
748,20-Mar-23,CUST748,Male,25,Clothing,3,50,150
749,03-May-23,CUST749,Male,42,Beauty,1,30,30
750,06-Mar-23,CUST750,Female,35,Clothing,3,25,75
751,31-Aug-23,CUST751,Female,42,Clothing,2,25,50
752,09-Dec-23,CUST752,Male,29,Clothing,2,50,100
753,28-Feb-23,CUST753,Female,32,Clothing,1,30,30
754,16-Oct-23,CUST754,Female,43,Electronics,4,25,100
755,22-Apr-23,CUST755,Female,58,Clothing,3,25,75
756,27-Aug-23,CUST756,Female,62,Electronics,4,300,1200
757,25-Dec-23,CUST757,Female,43,Electronics,4,300,1200
758,12-May-23,CUST758,Male,64,Clothing,4,25,100
759,08-Jul-23,CUST759,Male,49,Electronics,2,50,100
760,27-Mar-23,CUST760,Male,27,Beauty,1,500,500
761,07-Nov-23,CUST761,Female,33,Clothing,1,500,500
762,07-Nov-23,CUST762,Female,24,Electronics,2,25,50
763,28-Feb-23,CUST763,Male,34,Clothing,2,25,50
764,25-Mar-23,CUST764,Female,40,Clothing,1,25,25
765,09-Jun-23,CUST765,Male,43,Clothing,4,50,200
766,25-Feb-23,CUST766,Male,38,Electronics,3,300,900
767,24-Oct-23,CUST767,Male,39,Beauty,3,25,75
768,14-Jan-23,CUST768,Female,24,Beauty,3,25,75
769,09-Jun-23,CUST769,Female,31,Electronics,4,30,120
770,22-Oct-23,CUST770,Male,32,Clothing,1,50,50
771,13-Dec-23,CUST771,Male,24,Electronics,2,25,50
772,12-Jul-23,CUST772,Male,26,Electronics,1,30,30
773,23-Jul-23,CUST773,Male,25,Electronics,4,500,2000
774,12-Apr-23,CUST774,Female,40,Clothing,2,25,50
775,08-Feb-23,CUST775,Female,46,Electronics,4,25,100
776,31-Oct-23,CUST776,Male,35,Clothing,3,30,90
777,20-Dec-23,CUST777,Male,48,Electronics,3,50,150
778,18-Nov-23,CUST778,Female,47,Beauty,4,25,100
779,05-May-23,CUST779,Female,56,Electronics,2,500,1000
780,22-Feb-23,CUST780,Male,52,Electronics,2,25,50
781,23-Dec-23,CUST781,Male,35,Beauty,1,500,500
782,04-Jun-23,CUST782,Male,59,Clothing,3,300,900
783,17-Dec-23,CUST783,Female,56,Clothing,1,300,300
784,04-Nov-23,CUST784,Female,34,Electronics,1,500,500
785,03-Mar-23,CUST785,Female,31,Beauty,4,50,200
786,17-Oct-23,CUST786,Male,48,Clothing,4,25,100
787,22-Jan-23,CUST787,Male,41,Electronics,1,25,25
788,27-Jun-23,CUST788,Female,52,Beauty,3,300,900
789,30-Sep-23,CUST789,Female,61,Clothing,4,500,2000
790,08-Aug-23,CUST790,Male,62,Clothing,1,25,25
791,05-Dec-23,CUST791,Female,51,Beauty,1,25,25
792,09-Jul-23,CUST792,Female,20,Beauty,1,50,50
793,05-Feb-23,CUST793,Male,54,Beauty,1,30,30
794,17-Sep-23,CUST794,Female,60,Beauty,1,300,300
795,28-Nov-23,CUST795,Male,57,Electronics,1,300,300
796,24-Jun-23,CUST796,Male,43,Beauty,4,30,120
797,07-Jan-23,CUST797,Male,40,Clothing,3,25,75
798,04-Aug-23,CUST798,Male,61,Clothing,1,50,50
799,08-Sep-23,CUST799,Male,56,Electronics,2,50,100
800,24-Feb-23,CUST800,Male,32,Clothing,4,300,1200
801,10-Aug-23,CUST801,Male,21,Clothing,4,50,200
802,05-Jul-23,CUST802,Female,46,Beauty,1,30,30
803,22-Nov-23,CUST803,Male,39,Clothing,4,25,100
804,24-Aug-23,CUST804,Male,42,Electronics,1,30,30
805,29-Dec-23,CUST805,Female,30,Beauty,3,500,1500
806,20-Mar-23,CUST806,Female,35,Beauty,3,300,900
807,11-Aug-23,CUST807,Female,50,Electronics,4,50,200
808,01-Apr-23,CUST808,Male,33,Beauty,4,500,2000
809,25-Sep-23,CUST809,Female,62,Beauty,2,50,100
810,30-Nov-23,CUST810,Male,59,Electronics,4,25,100
811,19-May-23,CUST811,Male,61,Beauty,2,25,50
812,12-Nov-23,CUST812,Male,19,Electronics,3,25,75
813,03-Oct-23,CUST813,Male,52,Electronics,3,50,150
814,05-Sep-23,CUST814,Female,59,Clothing,1,500,500
815,27-Aug-23,CUST815,Female,51,Clothing,3,25,75
816,12-Aug-23,CUST816,Male,47,Beauty,2,500,1000
817,31-Oct-23,CUST817,Male,30,Beauty,4,50,200
818,18-May-23,CUST818,Male,30,Electronics,1,500,500
819,15-Jun-23,CUST819,Female,35,Beauty,2,50,100
820,06-May-23,CUST820,Male,49,Electronics,4,50,200
821,14-Feb-23,CUST821,Male,49,Electronics,1,300,300
822,23-May-23,CUST822,Female,52,Beauty,3,50,150
823,19-Aug-23,CUST823,Female,56,Electronics,2,50,100
824,05-May-23,CUST824,Male,63,Clothing,4,30,120
825,26-Aug-23,CUST825,Female,46,Beauty,1,25,25
826,19-Oct-23,CUST826,Female,46,Clothing,1,300,300
827,09-Nov-23,CUST827,Male,61,Beauty,3,300,900
828,09-Dec-23,CUST828,Female,33,Electronics,4,300,1200
829,14-Jul-23,CUST829,Male,61,Beauty,3,30,90
830,22-Jun-23,CUST830,Female,64,Clothing,3,50,150
831,15-Jan-23,CUST831,Male,27,Electronics,4,25,100
832,11-Sep-23,CUST832,Male,47,Beauty,4,500,2000
833,16-Jun-23,CUST833,Male,42,Beauty,4,50,200
834,04-Apr-23,CUST834,Female,56,Beauty,2,30,60
835,07-Sep-23,CUST835,Male,37,Clothing,4,50,200
836,19-Apr-23,CUST836,Female,22,Clothing,1,50,50
837,01-Jul-23,CUST837,Male,18,Beauty,3,30,90
838,13-May-23,CUST838,Male,47,Electronics,2,300,600
839,24-Jun-23,CUST839,Female,20,Electronics,4,300,1200
840,24-May-23,CUST840,Male,62,Clothing,2,25,50
841,02-Nov-23,CUST841,Male,31,Electronics,4,25,100
842,26-Dec-23,CUST842,Female,47,Clothing,2,300,600
843,22-May-23,CUST843,Male,21,Beauty,3,500,1500
844,12-Oct-23,CUST844,Male,35,Clothing,3,50,150
845,06-Jan-23,CUST845,Male,54,Clothing,1,500,500
846,22-Sep-23,CUST846,Male,42,Beauty,1,50,50
847,08-Apr-23,CUST847,Female,18,Electronics,4,300,1200
848,13-Feb-23,CUST848,Female,63,Clothing,3,25,75
849,04-May-23,CUST849,Male,32,Clothing,2,25,50
850,28-Jul-23,CUST850,Female,26,Beauty,2,500,1000
851,08-Sep-23,CUST851,Male,32,Electronics,2,25,50
852,12-Oct-23,CUST852,Female,41,Clothing,1,300,300
853,04-May-23,CUST853,Male,21,Beauty,2,500,1000
854,20-Dec-23,CUST854,Male,29,Clothing,1,50,50
855,01-Sep-23,CUST855,Male,54,Beauty,1,25,25
856,27-Nov-23,CUST856,Male,54,Electronics,4,30,120
857,31-Dec-23,CUST857,Male,60,Electronics,2,25,50
858,09-Sep-23,CUST858,Male,23,Electronics,2,50,100
859,18-Aug-23,CUST859,Female,56,Electronics,3,500,1500
860,09-Jan-23,CUST860,Male,63,Clothing,4,50,200
861,17-Feb-23,CUST861,Female,41,Clothing,3,30,90
862,31-May-23,CUST862,Male,28,Electronics,4,300,1200
863,24-Apr-23,CUST863,Female,30,Electronics,2,25,50
864,27-Jul-23,CUST864,Female,51,Electronics,1,500,500
865,21-Dec-23,CUST865,Female,42,Clothing,1,300,300
866,05-May-23,CUST866,Male,24,Electronics,1,50,50
867,06-Jun-23,CUST867,Male,21,Electronics,1,500,500
868,06-Dec-23,CUST868,Female,25,Electronics,1,300,300
869,25-Oct-23,CUST869,Male,37,Beauty,3,500,1500
870,08-Jul-23,CUST870,Female,46,Electronics,4,30,120
871,31-Aug-23,CUST871,Male,62,Beauty,2,30,60
872,11-Oct-23,CUST872,Female,63,Beauty,3,25,75
873,29-Sep-23,CUST873,Female,27,Electronics,4,25,100
874,26-Jun-23,CUST874,Male,60,Beauty,1,30,30
875,06-Aug-23,CUST875,Female,51,Electronics,4,500,2000
876,09-Oct-23,CUST876,Male,43,Clothing,4,30,120
877,19-Jun-23,CUST877,Female,58,Clothing,1,25,25
878,30-Jun-23,CUST878,Female,20,Clothing,1,30,30
879,26-Dec-23,CUST879,Male,23,Clothing,1,30,30
880,21-Aug-23,CUST880,Male,22,Beauty,2,500,1000
881,19-May-23,CUST881,Male,22,Electronics,1,300,300
882,06-Jun-23,CUST882,Female,64,Electronics,2,25,50
883,09-May-23,CUST883,Male,40,Electronics,1,500,500
884,29-Apr-23,CUST884,Female,26,Clothing,2,30,60
885,03-Mar-23,CUST885,Female,52,Clothing,4,30,120
886,09-Apr-23,CUST886,Male,37,Electronics,3,300,900
887,11-Jun-23,CUST887,Male,59,Clothing,4,25,100
888,03-Mar-23,CUST888,Female,52,Electronics,4,25,100
889,02-Oct-23,CUST889,Female,35,Electronics,1,50,50
890,20-Dec-23,CUST890,Male,34,Electronics,2,25,50
891,05-Apr-23,CUST891,Male,41,Electronics,3,300,900
892,09-Apr-23,CUST892,Male,20,Electronics,1,50,50
893,21-Apr-23,CUST893,Male,49,Electronics,1,50,50
894,05-Sep-23,CUST894,Male,52,Electronics,1,30,30
895,22-May-23,CUST895,Female,55,Clothing,4,30,120
896,29-Oct-23,CUST896,Female,30,Electronics,2,25,50
897,26-Sep-23,CUST897,Female,64,Electronics,2,50,100
898,02-Nov-23,CUST898,Female,42,Clothing,3,30,90
